# time [indices] average
# -1.0 58644.0 0.0 0.08 0.01 0.02 0.16 0.03 0.36 0.08 0.11 0.43 0.16 0.07 0.14 4188.975
26.0 0.01 -0.01 0.03 -0.01 0.02 -0.01 -0.01 0.11 -0.09 0.05 0.1 -0.06 0.0 0.04 0.012142857142857144
27.0 0.04 0.0 0.05 -0.01 0.03 0.05 0.01 0.2 0.05 0.09 0.15 -0.02 0.04 0.07 0.05357142857142857
28.0 0.07 -0.01 0.01 -0.01 -0.0 0.01 -0.02 0.08 -0.07 0.06 0.17 0.03 0.06 0.03 0.029285714285714286
29.0 0.03 -0.0 0.07 -0.0 0.02 0.04 -0.01 0.17 -0.0 0.05 0.33 0.09 0.1 0.06 0.06785714285714285
30.0 0.04 0.02 0.01 -0.02 -0.0 0.08 0.01 0.2 0.03 0.09 0.14 -0.03 0.06 0.04 0.047857142857142855
31.0 0.02 0.0 0.07 0.0 0.02 0.09 0.0 0.2 0.05 0.06 0.18 0.01 0.07 0.08 0.060714285714285714
32.0 0.13 -0.0 0.03 -0.01 0.01 0.03 0.0 0.11 0.0 0.04 0.11 -0.05 0.1 0.1 0.04285714285714286
33.0 0.1 -0.01 0.03 -0.03 0.01 0.06 -0.02 0.12 -0.03 0.06 0.12 -0.0 0.03 0.05 0.035
34.0 0.06 -0.0 0.04 -0.01 0.0 0.01 -0.02 0.2 -0.06 0.04 0.13 0.02 0.06 0.1 0.04071428571428572
35.0 0.05 0.0 0.06 -0.0 0.02 0.05 0.03 0.14 0.08 0.09 0.14 -0.08 0.11 0.07 0.054285714285714284
36.0 0.08 -0.01 0.06 -0.01 0.02 0.13 -0.01 0.3 0.09 0.1 0.16 -0.01 0.05 0.1 0.075
37.0 0.03 0.0 0.08 0.01 0.02 0.11 0.03 0.29 0.04 0.11 0.16 0.17 0.04 0.12 0.08642857142857142
38.0 0.15 0.02 0.09 0.02 0.02 0.11 0.01 0.27 0.07 0.09 0.26 0.04 0.09 0.09 0.095
39.0 0.11 0.0 0.06 0.01 0.03 0.01 0.0 0.04 -0.07 0.01 0.09 -0.02 0.0 0.0 0.019285714285714288
40.0 -0.03 0.0 0.01 -0.01 0.0 0.08 0.01 0.15 0.02 0.06 0.11 0.01 0.11 0.08 0.04285714285714286
41.0 0.08 0.0 -0.0 -0.01 -0.0 0.01 -0.01 0.04 -0.02 0.0 0.03 0.0 0.01 0.03 0.011428571428571429
42.0 0.03 0.0 -0.02 -0.03 -0.02 -0.01 0.0 -0.03 -0.0 -0.05 -0.03 -0.06 -0.06 -0.01 -0.020714285714285716
43.0 -0.02 -0.0 -0.01 -0.01 0.01 -0.02 -0.01 -0.07 -0.12 0.08 -0.01 -0.04 -0.05 0.06 -0.015000000000000001
44.0 0.05 -0.0 0.02 -0.0 0.01 -0.0 -0.01 0.06 0.01 0.03 0.08 -0.0 0.03 0.01 0.020714285714285716
45.0 0.01 0.0 0.02 -0.0 0.01 0.04 -0.02 0.06 -0.01 0.01 0.08 0.02 0.03 0.1 0.024999999999999998
46.0 0.12 0.0 0.03 0.0 0.01 0.01 -0.0 0.01 -0.01 0.03 0.08 0.04 0.05 0.08 0.03214285714285714
47.0 0.09 -0.01 0.01 0.0 0.0 -0.0 -0.03 0.01 -0.05 -0.09 0.02 -0.01 -0.01 0.08 0.0007142857142857149
48.0 -0.08 0.0 0.03 0.0 0.01 0.01 -0.0 0.11 -0.03 0.03 0.12 0.03 0.07 0.02 0.02285714285714286
49.0 -0.0 0.0 0.02 0.0 0.01 -0.0 -0.01 0.03 -0.01 -0.03 0.05 0.01 0.02 0.01 0.0071428571428571435
50.0 -0.0 0.0 0.01 -0.0 0.01 -0.0 -0.0 0.05 -0.01 -0.05 0.15 0.03 0.1 0.03 0.02285714285714286
51.0 0.02 0.0 0.0 0.0 0.0 0.02 -0.01 0.09 -0.02 0.09 0.07 0.02 0.04 0.05 0.02642857142857143
52.0 0.04 -0.0 0.0 0.0 0.0 0.01 -0.01 0.02 -0.03 0.01 0.0 0.0 0.0 0.01 0.0035714285714285718
53.0 -0.0 -0.0 0.01 -0.0 0.01 0.02 -0.01 0.05 -0.01 0.02 0.05 0.02 0.03 0.03 0.015714285714285715
54.0 -0.03 0.0 0.01 -0.0 0.01 0.03 0.01 0.05 0.01 0.03 0.04 0.01 0.06 0.11 0.02428571428571429
55.0 0.11 0.0 0.02 0.0 0.01 0.01 0.01 0.01 0.0 -0.01 0.03 0.0 0.0 0.01 0.014285714285714287
56.0 0.01 0.02 -0.0 -0.0 0.0 0.05 -0.0 0.04 -0.0 0.03 0.02 0.01 0.03 0.06 0.019285714285714288
57.0 0.06 0.0 0.01 0.0 0.0 0.03 -0.0 0.04 0.0 0.01 0.01 -0.0 0.0 0.03 0.013571428571428573
58.0 0.07 0.0 0.02 -0.0 0.0 0.06 0.02 0.06 -0.01 0.07 0.04 -0.01 0.02 0.1 0.03142857142857143
59.0 0.1 -0.01 0.01 0.0 0.0 0.01 -0.01 0.06 -0.01 0.02 0.05 0.03 0.04 0.04 0.02357142857142857
60.0 0.05 -0.01 0.02 -0.01 0.02 0.04 -0.01 0.1 -0.02 0.1 0.06 -0.0 0.03 0.08 0.03214285714285715
61.0 0.08 -0.0 0.01 0.0 0.0 0.01 -0.02 0.06 -0.01 0.0 0.05 0.02 0.08 0.1 0.027142857142857142
62.0 0.1 0.0 0.0 -0.02 -0.0 0.01 -0.0 0.01 -0.01 -0.01 0.0 -0.03 -0.01 0.02 0.004285714285714287
63.0 0.02 0.0 0.02 0.0 0.02 0.03 0.0 0.06 0.01 0.02 0.06 0.02 0.04 0.04 0.024285714285714282
64.0 0.06 0.0 0.02 -0.01 0.0 -0.0 -0.0 0.02 -0.06 -0.03 0.04 0.03 0.02 0.02 0.007857142857142858
65.0 0.01 0.0 0.0 -0.0 0.0 0.02 -0.0 0.05 -0.02 -0.0 0.05 0.02 0.01 0.04 0.012857142857142859
66.0 0.05 0.0 0.02 -0.01 0.01 0.02 0.0 0.1 0.01 0.01 0.1 0.01 0.04 0.02 0.027142857142857146
67.0 0.02 0.0 0.03 0.0 0.0 0.03 -0.0 0.01 -0.06 -0.06 0.13 -0.04 0.06 0.1 0.015714285714285715
68.0 0.12 -0.01 0.01 -0.0 0.0 0.01 -0.01 0.04 -0.02 -0.01 0.03 -0.02 -0.01 -0.0 0.009285714285714286
69.0 -0.02 0.0 0.01 -0.01 0.01 0.01 -0.01 0.01 -0.01 -0.02 0.02 -0.03 0.03 0.06 0.0035714285714285718
70.0 0.06 0.0 0.01 -0.0 0.05 0.01 0.01 -0.0 -0.08 0.04 -0.0 -0.0 -0.05 0.12 0.012142857142857141
71.0 0.13 0.0 0.04 -0.0 0.01 0.05 0.01 0.07 -0.01 0.12 0.04 -0.01 -0.0 0.15 0.04285714285714286
72.0 0.12 0.0 0.01 0.0 0.0 0.04 0.0 0.11 -0.02 0.03 0.07 -0.01 0.04 0.07 0.032857142857142856
73.0 0.17 -0.0 0.01 -0.01 0.0 -0.02 -0.04 0.01 -0.05 -0.05 0.09 0.0 0.08 0.05 0.017142857142857144
74.0 0.05 0.0 0.01 -0.0 0.01 -0.0 -0.01 0.05 -0.02 -0.01 0.05 -0.01 -0.0 -0.01 0.007857142857142858
75.0 -0.02 0.0 0.05 0.0 0.03 0.02 0.0 0.08 0.03 0.03 0.08 -0.01 0.01 0.04 0.024285714285714282
76.0 0.03 0.0 0.02 0.0 0.01 0.0 0.0 0.02 -0.04 0.01 -0.0 -0.02 -0.02 0.0 0.0007142857142857144
77.0 0.0 0.0 0.03 -0.01 0.01 0.02 -0.0 0.04 -0.02 -0.04 0.08 -0.01 0.04 0.1 0.017142857142857144
78.0 0.12 -0.0 0.02 -0.0 0.01 0.03 -0.01 0.14 0.02 0.04 0.08 -0.01 0.02 0.1 0.04
79.0 0.08 -0.0 0.01 0.0 0.01 0.03 0.01 0.12 0.06 0.06 0.1 0.01 0.05 0.14 0.04857142857142858
80.0 0.15 -0.01 0.03 -0.01 0.03 0.15 -0.04 0.31 0.05 0.08 0.07 -0.11 -0.04 0.12 0.055714285714285716
81.0 0.1 0.0 0.02 -0.0 0.01 0.0 -0.01 0.0 -0.03 -0.03 0.06 -0.05 0.03 0.01 0.007857142857142858
82.0 0.01 0.0 0.03 -0.0 0.01 0.0 -0.02 0.03 -0.02 -0.02 0.04 0.01 0.09 0.1 0.018571428571428572
83.0 0.09 0.0 0.02 -0.01 0.0 0.01 -0.01 0.05 -0.03 -0.02 0.09 -0.01 0.03 0.1 0.02214285714285714
84.0 0.13 0.0 0.02 -0.01 0.0 0.03 -0.01 0.11 -0.03 0.0 0.1 0.02 0.04 0.11 0.03642857142857143
85.0 0.09 0.0 0.02 -0.0 0.01 -0.0 -0.0 0.02 0.0 -0.0 0.01 -0.01 -0.01 -0.0 0.009285714285714286
86.0 -0.01 0.0 0.02 0.0 0.01 0.01 0.0 0.06 -0.01 -0.0 0.06 0.0 -0.0 -0.01 0.009285714285714286
87.0 -0.03 0.0 0.01 -0.01 -0.0 0.0 0.0 0.07 -0.0 0.02 0.08 0.02 0.04 0.0 0.014285714285714287
88.0 0.0 0.0 0.01 0.0 0.01 0.04 -0.01 0.09 -0.02 -0.03 0.06 -0.02 0.04 0.08 0.01785714285714286
89.0 0.08 -0.01 0.01 -0.0 -0.0 -0.01 -0.04 0.06 0.0 0.04 0.07 0.04 0.05 0.09 0.027142857142857142
90.0 0.07 0.0 -0.01 -0.01 -0.01 0.03 -0.01 -0.03 -0.07 0.05 0.01 -0.05 0.06 0.09 0.008571428571428572
91.0 0.07 0.0 0.0 0.0 0.01 0.04 -0.0 0.07 -0.02 0.0 -0.01 -0.02 -0.05 0.05 0.01
92.0 0.07 0.0 0.01 -0.01 -0.0 0.02 -0.0 0.02 -0.03 -0.01 0.04 -0.04 0.01 0.04 0.008571428571428572
93.0 0.07 0.0 0.02 -0.01 0.02 0.01 0.0 0.08 -0.04 0.02 0.01 -0.02 0.01 0.04 0.015000000000000001
94.0 0.05 -0.0 0.0 0.0 0.01 0.01 0.0 0.02 0.0 0.02 0.01 -0.01 0.0 0.07 0.012857142857142857
95.0 0.07 0.0 0.0 -0.01 -0.0 0.0 -0.01 0.0 0.0 -0.0 0.02 -0.02 -0.0 0.03 0.005714285714285714
96.0 0.04 0.0 0.01 0.0 0.0 -0.0 -0.0 0.0 -0.01 0.0 0.01 0.0 0.0 0.0 0.0035714285714285718
97.0 0.05 0.0 0.0 -0.01 -0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.03 0.02 0.0071428571428571435
98.0 0.03 -0.01 -0.01 -0.0 0.0 -0.01 -0.0 -0.0 -0.0 0.0 -0.0 -0.01 -0.01 0.06 0.0028571428571428567
99.0 0.05 -0.02 0.03 -0.03 -0.01 0.07 0.03 0.1 -0.01 0.03 0.09 -0.04 -0.03 0.11 0.02642857142857143
