# time [indices] average
# -1.0 58266.0 0.02 0.01 -0.01 0.05 -0.01 -0.03 0.27 0.06 0.1 0.33 -0.08 -0.0 0.31 -0.01 -0.03 0.28 -0.18 -0.17 -0.19 -0.01 2774.605238095238
36.0 0.0 0.07 0.05 0.01 0.04 -0.02 -0.01 0.01 -0.0 -0.02 0.0 -0.03 -0.02 0.03 0.0 -0.01 0.02 -0.0 -0.0 0.0 0.01 0.006190476190476191
37.0 0.01 0.02 0.01 0.0 0.05 0.01 0.02 0.02 0.01 -0.01 0.11 0.02 0.06 -0.02 -0.08 -0.11 -0.04 -0.05 -0.06 -0.0 0.01 -0.0009523809523809529
38.0 0.02 -0.0 -0.01 -0.02 -0.0 -0.01 -0.02 0.0 -0.0 -0.01 0.0 -0.0 -0.01 -0.01 -0.01 -0.02 -0.02 0.02 -0.02 -0.06 0.01 -0.008095238095238095
39.0 0.02 0.0 0.0 0.0 0.03 0.01 0.01 0.03 0.0 -0.01 0.04 0.02 0.01 0.01 -0.0 -0.01 0.02 -0.04 -0.0 0.01 0.01 0.007619047619047618
40.0 0.0 0.03 0.07 0.04 0.11 -0.02 -0.01 0.11 0.02 0.01 -0.0 -0.06 -0.04 -0.05 -0.02 -0.03 -0.04 -0.03 -0.03 -0.05 0.04 0.002380952380952382
41.0 0.03 0.05 0.01 -0.0 0.05 0.01 0.01 -0.01 -0.02 -0.01 -0.06 -0.03 0.01 -0.06 -0.02 -0.03 -0.06 -0.06 -0.05 -0.08 0.0 -0.015238095238095238
42.0 -0.0 0.03 0.03 0.01 0.03 -0.01 -0.01 0.01 0.0 -0.0 0.02 -0.0 0.01 0.01 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.006190476190476191
43.0 0.0 0.03 0.01 0.0 0.02 -0.0 -0.0 -0.01 0.01 -0.01 0.02 0.0 0.0 0.01 -0.03 -0.03 0.05 0.0 0.01 -0.01 0.0 0.003333333333333333
44.0 0.0 0.05 0.01 -0.0 0.01 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.01 0.02 0.01 -0.02 0.01 0.0 -0.01 -0.0 0.0 0.0033333333333333335
45.0 0.0 0.04 0.01 0.0 0.0 -0.02 0.0 -0.0 0.0 -0.01 -0.01 -0.0 -0.0 -0.04 -0.05 -0.03 -0.04 -0.02 -0.05 -0.05 -0.0 -0.012857142857142859
46.0 -0.0 0.01 0.01 -0.0 0.01 -0.02 0.0 0.02 -0.02 -0.03 0.0 0.0 -0.02 -0.0 -0.03 -0.03 -0.01 -0.01 -0.0 -0.01 0.0 -0.006190476190476189
47.0 0.0 0.05 0.01 -0.01 0.02 -0.04 -0.01 -0.01 -0.01 -0.04 -0.02 -0.09 -0.02 -0.03 0.0 -0.01 -0.03 -0.05 -0.02 -0.02 -0.0 -0.015714285714285715
48.0 0.0 0.01 0.0 -0.01 0.01 -0.06 -0.01 0.16 0.02 0.01 -0.02 -0.07 -0.04 -0.05 -0.08 -0.07 -0.02 -0.07 -0.08 -0.03 -0.0 -0.01904761904761905
49.0 -0.01 0.05 0.03 0.03 0.02 0.0 -0.02 0.03 -0.01 -0.02 0.02 -0.03 -0.0 -0.01 -0.02 -0.02 -0.01 -0.01 -0.0 -0.0 0.0 0.0009523809523809523
50.0 0.0 0.06 0.05 0.02 0.11 0.02 0.05 0.17 0.01 0.05 0.22 0.04 0.08 0.12 0.03 0.02 0.02 0.08 -0.02 -0.05 0.02 0.05238095238095238
51.0 0.02 0.02 0.03 0.02 0.06 -0.0 -0.01 0.12 0.04 0.03 0.06 -0.0 0.01 0.02 -0.01 -0.01 0.01 -0.0 -0.0 0.0 0.01 0.02
52.0 0.01 0.03 0.08 0.03 0.1 0.0 -0.04 0.12 0.01 0.02 0.01 -0.01 -0.05 -0.03 -0.11 -0.05 -0.05 -0.04 -0.06 -0.04 0.01 -0.0028571428571428576
53.0 0.01 0.02 0.02 -0.0 0.02 -0.03 0.01 -0.01 -0.02 -0.03 0.01 -0.0 -0.02 -0.03 -0.03 -0.03 -0.01 -0.01 -0.02 -0.01 -0.0 -0.007619047619047618
54.0 -0.01 0.01 0.0 -0.0 -0.02 -0.01 -0.02 -0.02 0.0 -0.01 -0.02 -0.02 -0.01 -0.01 -0.01 -0.01 -0.01 0.0 -0.0 -0.01 0.0 -0.008571428571428572
55.0 0.0 0.03 0.06 0.03 0.08 0.02 0.01 0.02 0.0 0.01 0.0 -0.01 -0.0 0.01 -0.0 0.0 -0.01 -0.0 -0.02 0.0 0.01 0.01142857142857143
56.0 0.0 0.04 0.01 -0.01 0.01 0.0 0.0 0.02 -0.0 -0.0 0.02 -0.0 0.0 -0.01 -0.03 -0.08 -0.03 -0.03 0.0 -0.04 0.0 -0.006190476190476191
57.0 0.0 0.09 0.04 0.04 0.09 0.02 -0.0 0.07 -0.0 0.03 0.03 -0.02 -0.03 -0.0 -0.01 0.01 -0.01 -0.02 -0.01 -0.02 0.01 0.014761904761904763
58.0 0.01 0.02 0.03 0.0 0.02 -0.01 -0.0 0.13 0.06 0.04 0.17 -0.02 -0.01 0.13 -0.03 -0.06 0.15 -0.03 -0.04 -0.04 -0.0 0.024761904761904763
59.0 -0.0 0.02 0.05 0.03 -0.0 -0.02 -0.01 0.02 0.03 0.0 -0.0 -0.0 -0.04 -0.01 -0.13 -0.1 -0.04 -0.01 -0.02 -0.06 0.03 -0.012380952380952381
60.0 0.01 0.03 0.06 0.02 0.0 -0.0 -0.04 0.01 -0.08 0.01 -0.02 0.01 -0.06 0.0 -0.09 -0.07 0.0 -0.14 -0.03 -0.02 0.02 -0.018095238095238095
61.0 -0.03 0.03 0.05 0.03 0.09 0.01 -0.01 0.13 0.04 -0.0 0.17 -0.01 0.01 0.14 0.0 0.0 0.03 -0.09 -0.07 -0.02 0.02 0.024761904761904763
62.0 0.03 0.02 0.03 0.01 0.03 -0.0 -0.01 0.06 0.01 0.01 0.03 0.0 -0.0 0.06 -0.0 0.02 0.03 0.01 -0.0 0.0 0.0 0.016190476190476193
63.0 0.0 0.01 0.03 0.01 0.03 0.0 0.01 0.05 0.0 0.01 0.04 0.02 -0.01 0.02 -0.05 0.0 0.01 0.01 -0.02 -0.02 0.0 0.007142857142857145
64.0 0.0 0.04 0.03 0.01 0.07 0.01 0.0 0.11 0.02 0.09 0.35 0.03 0.06 0.01 -0.02 -0.07 0.13 -0.06 0.01 0.02 0.0 0.04
65.0 0.0 0.04 0.04 0.01 0.08 0.02 0.01 0.31 0.08 0.07 0.16 -0.01 -0.04 0.0 -0.04 -0.01 0.0 -0.03 -0.04 -0.06 0.0 0.02809523809523809
66.0 -0.0 0.03 -0.01 0.0 -0.01 0.0 0.0 0.02 -0.03 -0.0 0.02 -0.0 0.0 0.0 -0.01 -0.01 0.01 0.0 0.0 0.0 -0.0 0.0004761904761904762
67.0 -0.0 0.02 0.02 -0.0 0.02 0.0 -0.0 0.02 -0.01 0.01 0.02 0.0 0.0 -0.0 -0.02 -0.03 0.01 0.0 -0.01 -0.0 0.0 0.002380952380952381
68.0 -0.0 0.01 0.06 0.04 0.03 0.0 0.0 0.05 0.0 -0.01 0.05 0.0 -0.0 0.0 -0.0 -0.03 0.01 0.0 -0.0 0.01 0.02 0.01142857142857143
69.0 0.02 0.01 0.01 0.01 0.01 0.0 -0.0 0.02 -0.03 -0.0 0.04 0.0 0.0 0.04 -0.01 -0.01 0.01 0.0 -0.0 -0.0 0.0 0.005714285714285715
70.0 0.01 0.02 0.04 0.04 0.01 -0.01 -0.01 0.02 0.03 0.02 0.01 -0.03 -0.01 0.01 0.0 0.01 0.09 0.02 0.01 0.08 0.01 0.01761904761904762
71.0 0.01 0.02 0.03 0.0 0.03 0.0 0.01 0.02 -0.0 -0.03 0.06 -0.01 -0.03 0.06 -0.0 0.02 0.0 0.0 -0.01 -0.01 0.0 0.008095238095238095
72.0 0.0 0.02 0.01 0.0 0.01 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.02 -0.02 -0.01 -0.02 -0.01 -0.02 -0.03 0.0 -0.004285714285714286
73.0 0.0 0.07 0.07 0.04 0.06 0.0 0.01 0.04 0.0 0.0 0.04 0.0 -0.01 0.04 0.0 -0.0 0.02 0.0 0.0 0.01 0.0 0.018571428571428576
74.0 0.0 0.04 0.01 -0.01 0.01 -0.02 -0.0 -0.0 -0.02 -0.01 0.0 0.0 -0.0 -0.0 -0.02 -0.03 0.02 -0.05 -0.02 -0.04 0.0 -0.006666666666666667
75.0 0.0 0.06 0.02 0.0 0.03 0.0 0.0 0.02 -0.01 -0.0 -0.0 -0.01 -0.0 0.05 -0.0 -0.01 0.08 0.01 -0.01 0.01 -0.0 0.011428571428571429
76.0 0.0 0.02 0.04 0.02 0.01 -0.01 0.0 0.0 -0.0 -0.01 0.01 -0.01 -0.01 -0.0 -0.01 -0.0 -0.01 -0.01 -0.01 -0.01 0.0 0.00047619047619047603
77.0 0.01 0.04 0.05 0.0 0.04 -0.01 0.01 0.02 0.02 0.0 0.02 -0.0 -0.0 0.04 0.03 -0.01 0.05 0.0 -0.02 -0.03 0.01 0.012857142857142859
78.0 0.01 0.11 0.22 0.04 0.13 -0.01 0.04 0.04 0.01 -0.0 0.09 -0.03 0.0 0.0 -0.01 -0.03 0.05 -0.06 -0.06 0.0 -0.0 0.025714285714285717
79.0 -0.0 0.05 0.07 0.02 0.02 -0.02 -0.04 0.01 -0.0 0.0 0.0 -0.01 -0.07 0.02 -0.01 -0.0 -0.01 -0.09 -0.03 -0.04 0.01 -0.005714285714285715
80.0 -0.0 0.07 0.03 -0.03 0.04 -0.02 0.01 -0.01 -0.02 -0.07 -0.01 -0.06 -0.04 -0.07 -0.03 -0.08 -0.04 -0.09 -0.1 -0.08 0.0 -0.02857142857142857
81.0 -0.0 0.03 0.05 0.02 0.07 0.03 0.01 0.03 -0.0 -0.0 0.01 -0.03 -0.02 -0.07 -0.01 -0.07 -0.08 -0.06 -0.05 -0.05 0.0 -0.009047619047619047
82.0 0.01 0.02 0.01 0.0 0.02 0.0 -0.0 0.02 -0.01 -0.0 0.06 -0.0 -0.01 0.1 -0.01 -0.01 0.11 -0.02 -0.02 0.01 0.0 0.013333333333333332
83.0 0.0 0.06 0.02 0.01 0.03 -0.0 -0.01 0.07 0.01 0.03 0.08 -0.0 -0.02 0.11 -0.0 0.01 0.04 -0.01 -0.01 -0.02 0.0 0.019047619047619046
84.0 0.0 0.03 0.02 0.0 0.04 0.01 -0.01 0.05 0.0 -0.01 0.03 -0.02 -0.02 -0.04 -0.02 -0.05 -0.05 -0.27 -0.12 -0.02 0.01 -0.02095238095238095
85.0 0.01 0.02 0.01 0.0 -0.0 -0.02 -0.01 0.03 -0.01 0.05 -0.0 -0.03 -0.03 -0.04 -0.05 -0.14 -0.04 -0.14 -0.12 -0.17 0.01 -0.03190476190476191
86.0 0.0 0.06 0.03 0.01 0.1 0.0 0.02 0.04 -0.07 -0.01 0.01 -0.0 -0.02 -0.02 -0.07 -0.04 0.01 -0.02 0.01 -0.02 0.0 0.0009523809523809517
87.0 0.0 0.07 0.02 0.0 0.01 -0.0 -0.0 0.08 -0.01 -0.03 -0.01 -0.03 -0.11 0.02 -0.08 0.01 -0.03 -0.07 -0.13 -0.09 0.0 -0.018095238095238095
88.0 0.0 0.01 0.01 -0.03 0.0 -0.01 -0.01 -0.01 -0.03 0.0 -0.02 -0.02 -0.01 -0.02 -0.03 -0.04 -0.03 -0.04 -0.01 0.0 0.0 -0.013809523809523811
89.0 -0.0 0.03 0.03 0.01 0.03 -0.01 -0.01 0.05 0.01 -0.0 0.04 -0.02 -0.02 0.03 -0.08 -0.04 0.14 -0.01 -0.02 -0.09 0.0 0.003333333333333335
90.0 0.01 0.03 0.02 -0.0 0.06 -0.0 0.01 0.03 -0.01 -0.01 0.03 -0.0 -0.03 0.03 -0.02 -0.0 0.03 -0.01 0.0 -0.0 0.0 0.008095238095238095
91.0 0.0 0.13 0.04 0.02 0.14 0.06 0.01 0.1 -0.01 0.0 0.11 0.03 -0.01 0.02 -0.07 -0.04 -0.04 -0.03 -0.06 -0.08 0.0 0.015238095238095242
92.0 0.0 0.04 0.08 0.02 0.09 0.04 0.01 0.1 -0.02 0.01 0.35 0.1 0.04 0.17 -0.01 -0.02 0.07 -0.03 -0.06 -0.0 0.02 0.047619047619047616
93.0 0.01 0.03 -0.0 -0.0 -0.0 -0.04 -0.03 0.02 -0.03 -0.04 0.03 0.0 -0.07 0.11 0.07 -0.05 0.11 0.01 -0.05 0.12 -0.0 0.009523809523809525
94.0 -0.0 0.1 0.03 0.0 0.13 0.08 0.06 0.12 -0.0 0.0 0.24 0.1 0.06 0.2 -0.02 0.03 -0.01 -0.01 -0.01 -0.03 -0.0 0.05095238095238094
95.0 0.0 0.03 0.02 -0.02 0.0 -0.0 -0.0 0.03 -0.03 -0.02 0.11 0.13 -0.01 0.26 -0.02 0.02 0.1 -0.12 -0.04 -0.05 -0.0 0.018571428571428572
96.0 -0.0 0.06 0.07 0.03 0.15 0.0 0.04 0.09 0.02 -0.0 0.09 -0.02 -0.0 0.05 0.02 0.03 0.23 0.0 -0.02 -0.03 0.01 0.039047619047619046
97.0 0.01 0.05 0.03 -0.0 0.12 0.0 0.05 0.05 -0.0 -0.01 0.03 -0.0 -0.0 0.06 -0.08 -0.01 -0.07 -0.26 -0.08 -0.03 0.0 -0.006666666666666667
98.0 0.0 0.02 0.01 0.0 0.03 -0.0 -0.03 0.12 0.05 0.01 0.25 0.06 0.05 0.14 -0.13 -0.07 0.25 -0.02 0.03 -0.04 -0.0 0.03476190476190476
99.0 -0.0 0.04 0.04 0.03 0.08 0.04 0.01 0.05 -0.0 0.01 0.03 0.01 0.0 -0.01 -0.05 -0.05 0.01 -0.02 -0.17 -0.07 0.0 -0.0009523809523809505
