# time [indices] average
# -1.0 58344.0 0.0 0.0 0.05 0.01 0.09 0.01 0.03 0.06 -0.04 -0.02 -0.22 -0.1 -0.47 -0.05 -0.05 -0.24 -0.22 -0.35 -0.37 -0.09 -0.1 -0.12 0.04 2430.910416666666
15.0 0.01 0.0 0.0 -0.0 -0.01 0.01 -0.0 -0.03 0.04 -0.01 -0.05 -0.05 -0.08 -0.0 -0.03 -0.05 -0.22 -0.09 -0.07 -0.09 -0.14 -0.19 -0.19 -0.0 -0.051666666666666666
16.0 0.0 0.01 0.0 0.03 0.02 0.02 0.01 -0.0 -0.02 -0.06 -0.03 -0.08 -0.16 -0.06 -0.07 -0.08 -0.28 -0.16 -0.18 -0.24 -0.12 -0.12 -0.18 -0.01 -0.07333333333333333
17.0 -0.01 0.01 0.01 0.03 0.01 0.03 -0.02 0.01 -0.02 0.0 -0.02 -0.17 -0.3 -0.05 -0.06 -0.07 -0.38 -0.11 -0.15 -0.21 -0.29 -0.71 -0.46 0.0 -0.12208333333333334
18.0 0.01 0.0 0.0 0.02 -0.03 0.0 -0.02 0.0 -0.02 0.0 -0.07 -0.18 -0.23 -0.16 -0.15 -0.14 -0.24 -0.1 -0.11 -0.08 -0.15 -0.14 -0.24 -0.01 -0.085
19.0 -0.01 -0.0 0.0 0.01 -0.01 0.0 -0.01 0.0 -0.01 -0.01 -0.04 -0.15 -0.36 -0.15 -0.16 -0.11 -0.25 -0.13 -0.11 -0.12 -0.17 -0.24 -0.24 0.0 -0.09458333333333335
20.0 -0.0 0.0 0.0 -0.02 -0.03 -0.04 -0.02 -0.11 -0.05 -0.0 -0.07 -0.12 -0.19 -0.09 -0.07 -0.13 -0.11 -0.03 -0.03 0.0 -0.05 -0.11 -0.02 -0.02 -0.05458333333333334
21.0 -0.02 0.0 0.0 -0.0 -0.0 -0.03 -0.01 -0.03 -0.04 -0.01 -0.06 -0.1 -0.12 -0.01 -0.06 -0.08 -0.09 -0.0 0.0 -0.01 -0.09 -0.12 -0.09 -0.0 -0.04041666666666666
22.0 -0.0 0.01 0.0 0.02 0.01 0.02 -0.01 0.0 0.03 -0.02 -0.05 -0.07 -0.18 -0.15 -0.11 -0.13 -0.1 -0.04 -0.11 -0.05 0.0 -0.04 -0.06 0.01 -0.0425
23.0 0.01 -0.01 -0.0 0.01 -0.0 -0.0 -0.04 -0.0 -0.06 -0.04 -0.09 -0.06 -0.22 -0.24 -0.1 -0.05 -0.15 -0.18 -0.25 -0.25 -0.02 -0.05 -0.04 0.01 -0.07583333333333332
24.0 0.01 0.0 -0.0 0.0 -0.0 -0.0 -0.01 0.0 -0.07 -0.07 -0.11 -0.16 -0.27 -0.15 -0.08 -0.07 -0.19 -0.09 -0.11 -0.22 -0.11 -0.12 -0.15 0.0 -0.08208333333333333
25.0 0.0 0.0 0.0 -0.0 -0.01 -0.0 0.0 -0.03 -0.01 -0.02 -0.01 -0.01 -0.06 -0.04 -0.04 -0.03 -0.11 -0.05 -0.05 -0.17 -0.05 -0.11 -0.05 0.01 -0.035
26.0 0.01 0.0 0.0 0.01 0.0 -0.0 0.0 0.0 -0.03 -0.03 -0.08 -0.17 -0.27 -0.07 -0.07 -0.04 -0.18 -0.09 -0.17 -0.2 -0.09 -0.1 -0.24 0.0 -0.07541666666666667
27.0 0.03 0.0 0.0 0.01 -0.0 0.02 -0.05 -0.01 0.0 0.0 -0.01 -0.08 -0.32 -0.05 -0.12 -0.1 -0.78 -0.33 -0.38 -0.49 -0.33 -0.14 -0.4 0.0 -0.14708333333333334
28.0 -0.0 0.0 0.0 -0.0 -0.01 -0.01 0.0 -0.06 -0.03 -0.02 0.0 -0.13 -0.14 -0.17 -0.09 -0.1 -0.11 -0.04 -0.05 -0.08 -0.05 -0.07 -0.07 -0.0 -0.05125
29.0 -0.01 0.0 0.0 0.02 0.01 0.0 -0.01 -0.03 -0.0 -0.01 0.0 -0.08 -0.11 -0.12 -0.08 -0.07 -0.24 -0.07 -0.06 -0.06 -0.12 -0.14 -0.12 0.02 -0.05333333333333334
30.0 0.02 0.01 0.01 0.03 0.01 0.04 0.0 0.0 0.0 -0.06 -0.04 -0.08 -0.2 -0.08 -0.11 -0.09 -0.75 -0.1 -0.11 -0.18 -0.41 -0.22 -0.49 0.01 -0.11625
31.0 0.0 -0.0 -0.0 0.01 0.0 0.03 -0.01 0.01 -0.06 -0.1 -0.06 -0.17 -0.12 -0.02 -0.06 -0.05 -0.27 -0.15 -0.12 -0.07 -0.07 -0.08 -0.08 0.02 -0.05916666666666667
32.0 0.02 0.0 0.0 0.01 0.0 0.02 -0.01 0.0 -0.05 -0.07 -0.03 -0.06 -0.06 -0.03 -0.01 -0.03 -0.02 -0.01 -0.01 -0.01 -0.02 -0.03 -0.01 0.03 -0.015833333333333335
33.0 0.03 0.0 0.0 -0.0 0.0 -0.01 -0.01 -0.01 -0.03 -0.04 -0.01 -0.02 -0.0 0.0 -0.02 -0.04 -0.09 -0.0 -0.02 -0.01 -0.02 -0.04 -0.01 0.0 -0.014583333333333332
34.0 0.01 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.04 -0.0 -0.0 -0.01 -0.18 -0.06 -0.05 -0.02 -0.26 -0.17 -0.19 -0.13 -0.09 -0.13 -0.17 0.0 -0.05833333333333333
35.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.05 -0.05 -0.04 -0.09 -0.12 -0.02 -0.08 -0.09 -0.22 -0.13 -0.12 -0.14 -0.09 -0.13 -0.14 0.01 -0.0625
36.0 0.01 0.0 0.0 0.01 0.01 -0.0 -0.02 -0.01 -0.0 -0.06 -0.01 -0.07 -0.08 -0.04 -0.07 -0.06 -0.1 -0.04 -0.05 -0.07 -0.12 -0.11 -0.08 0.0 -0.04
37.0 0.01 0.0 0.0 0.01 -0.01 0.0 -0.01 -0.0 -0.03 -0.04 -0.04 -0.04 -0.05 -0.04 -0.21 -0.2 -1.16 -0.48 -0.46 -0.6 -0.43 -0.45 -0.77 -0.01 -0.20875
38.0 -0.01 0.0 0.0 0.0 0.0 -0.03 0.0 -0.01 -0.04 -0.1 -0.03 -0.06 -0.0 -0.05 -0.16 -0.13 -0.31 -0.12 -0.11 -0.07 -0.24 -0.2 -0.17 -0.01 -0.07708333333333334
39.0 -0.01 0.0 0.0 0.0 0.0 0.04 0.0 0.0 -0.02 -0.03 -0.0 -0.04 -0.02 -0.04 -0.05 -0.03 -0.12 -0.09 -0.09 -0.11 -0.07 -0.05 -0.06 0.03 -0.03166666666666667
40.0 0.02 0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.01 -0.03 -0.01 -0.04 -0.06 -0.07 -0.02 -0.04 -0.12 -0.03 -0.06 -0.04 -0.03 -0.09 -0.1 0.01 -0.029166666666666664
41.0 0.01 0.0 0.0 0.0 0.0 -0.01 0.0 0.0 -0.01 -0.03 -0.01 -0.04 -0.12 -0.01 -0.07 -0.08 -0.15 -0.05 -0.0 -0.05 -0.05 -0.08 -0.1 0.0 -0.035416666666666666
42.0 0.01 0.0 0.0 0.0 0.0 -0.0 0.0 -0.01 -0.03 -0.05 -0.02 -0.07 -0.07 -0.01 -0.04 -0.14 -0.09 -0.01 -0.01 -0.0 -0.05 -0.08 -0.06 -0.01 -0.030833333333333334
43.0 -0.0 0.01 0.0 0.03 0.01 0.01 -0.0 -0.03 0.01 -0.03 0.0 -0.06 -0.09 -0.03 -0.05 -0.08 -0.46 -0.2 -0.21 -0.26 -0.2 -0.37 -0.28 0.04 -0.09333333333333334
44.0 0.03 0.0 0.0 -0.0 -0.01 -0.0 0.0 -0.02 -0.01 0.0 0.0 -0.01 -0.01 -0.0 0.0 0.0 -0.06 -0.01 -0.0 -0.01 -0.08 -0.09 -0.08 -0.01 -0.015416666666666667
45.0 -0.01 -0.0 -0.0 -0.01 0.0 0.0 0.0 0.0 -0.01 -0.0 -0.0 0.0 -0.0 -0.0 -0.01 0.0 -0.0 -0.0 0.0 0.0 -0.01 -0.01 0.0 0.0 -0.0025
46.0 0.0 0.0 0.0 -0.01 -0.01 -0.02 0.0 -0.01 -0.0 -0.01 -0.02 -0.0 -0.03 -0.03 -0.0 0.0 -0.01 -0.01 -0.02 -0.01 0.0 0.0 0.0 0.0 -0.007916666666666667
47.0 -0.01 0.01 0.0 0.01 -0.0 0.01 0.0 -0.01 0.0 -0.01 -0.01 0.0 -0.0 -0.01 -0.01 -0.0 -0.03 0.0 0.0 -0.01 -0.02 -0.02 -0.02 -0.0 -0.005416666666666667
48.0 -0.01 0.0 0.0 0.0 -0.0 0.01 -0.01 -0.0 0.0 -0.0 0.0 -0.01 -0.02 -0.02 -0.01 -0.01 -0.06 -0.03 -0.02 -0.02 -0.03 -0.03 -0.03 0.01 -0.012083333333333335
49.0 -0.02 0.0 0.0 -0.0 -0.0 0.0 -0.01 0.0 0.01 0.01 -0.0 0.01 -0.02 -0.03 0.0 -0.01 -0.03 -0.02 -0.02 -0.03 -0.01 -0.02 -0.01 0.0 -0.008333333333333333
50.0 0.01 0.01 0.0 0.03 -0.01 0.0 0.01 -0.02 -0.01 -0.0 -0.04 -0.01 0.0 -0.01 -0.06 -0.07 -0.19 -0.1 -0.08 -0.08 -0.16 -0.1 -0.19 0.0 -0.044583333333333336
51.0 0.0 0.01 0.0 0.02 0.02 0.05 -0.0 0.01 -0.02 0.0 0.0 -0.0 -0.01 -0.01 0.0 0.0 -0.03 -0.0 -0.01 -0.01 -0.01 -0.01 -0.02 0.0 -0.0008333333333333335
52.0 0.0 0.0 0.01 0.01 0.0 0.01 -0.01 -0.0 -0.03 -0.01 -0.02 -0.03 -0.01 -0.04 -0.02 -0.01 -0.04 -0.03 -0.02 -0.01 -0.02 -0.03 -0.03 0.0 -0.013749999999999998
53.0 0.01 0.01 0.0 0.02 0.0 -0.01 -0.0 0.0 -0.02 -0.02 -0.01 -0.01 -0.02 -0.0 -0.01 -0.0 -0.0 -0.01 -0.01 -0.01 -0.01 -0.01 -0.02 0.0 -0.005416666666666667
54.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.01 -0.01 -0.01 -0.01 -0.01 -0.0 -0.0 -0.01 -0.02 0.0 0.0 0.0 -0.01 -0.02 -0.03 -0.0 -0.005833333333333334
55.0 -0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 -0.01 -0.02 -0.03 -0.01 -0.02 -0.05 -0.01 -0.02 -0.01 -0.04 -0.05 -0.05 0.0 -0.013750000000000004
56.0 0.0 0.0 0.0 0.01 -0.0 0.01 -0.02 -0.02 -0.0 0.0 -0.0 -0.02 -0.01 0.0 -0.01 -0.0 -0.01 -0.01 0.0 -0.0 -0.0 -0.01 -0.01 -0.0 -0.004166666666666667
57.0 -0.02 0.0 0.0 0.0 -0.01 0.04 -0.0 -0.0 0.04 -0.02 -0.02 0.03 -0.01 0.0 0.0 -0.02 -0.04 -0.01 -0.0 -0.01 -0.02 -0.03 -0.02 -0.01 -0.005416666666666667
58.0 -0.01 0.0 0.0 -0.0 -0.0 -0.0 -0.01 -0.0 -0.01 -0.0 -0.01 -0.0 -0.01 -0.0 -0.02 -0.02 -0.01 0.0 -0.01 -0.0 -0.02 -0.03 -0.02 -0.01 -0.007916666666666667
59.0 -0.01 0.01 0.01 0.02 0.01 -0.01 -0.01 -0.01 -0.01 -0.01 0.0 -0.01 0.0 -0.02 -0.0 -0.01 -0.01 -0.01 -0.01 0.0 -0.02 -0.02 -0.01 0.0 -0.005416666666666667
60.0 0.01 0.01 0.0 -0.01 -0.01 -0.02 -0.02 -0.01 -0.01 0.0 -0.01 -0.05 -0.01 -0.04 -0.04 -0.01 -0.06 -0.02 -0.01 -0.03 -0.05 -0.02 -0.03 0.0 -0.018333333333333333
61.0 0.0 0.01 0.01 0.01 0.01 -0.01 0.0 -0.01 -0.02 -0.0 0.0 -0.01 0.0 -0.0 -0.04 -0.03 -0.06 -0.04 -0.03 -0.02 -0.05 -0.08 -0.04 0.0 -0.016666666666666666
62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.01 -0.0 -0.0 -0.02 -0.0 -0.01 -0.04 -0.01 -0.06 -0.03 -0.01 -0.02 -0.05 -0.07 -0.04 0.0 -0.015416666666666667
63.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.03 -0.02 -0.02 -0.04 -0.02 -0.08 -0.04 -0.02 -0.07 -0.09 -0.08 -0.06 0.0 -0.023750000000000004
64.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.01 0.0 -0.03 0.0 -0.07 -0.07 -0.01 -0.02 -0.1 -0.08 -0.07 0.0 -0.01916666666666667
65.0 0.0 0.01 0.01 0.01 0.0 0.0 0.0 -0.0 -0.01 -0.0 -0.02 -0.02 -0.02 -0.0 -0.02 -0.02 -0.05 -0.05 -0.01 -0.03 -0.05 -0.04 -0.04 0.0 -0.014583333333333332
66.0 0.0 0.0 0.0 0.01 0.0 0.0 -0.01 0.0 -0.02 -0.02 -0.04 -0.03 -0.02 0.0 -0.06 -0.03 -0.08 -0.05 -0.02 -0.04 -0.04 -0.06 -0.07 -0.01 -0.024583333333333336
67.0 -0.01 0.01 0.0 0.01 0.0 0.01 0.0 0.0 -0.01 -0.0 -0.03 -0.04 -0.06 0.0 -0.06 -0.05 -0.13 -0.08 -0.04 -0.06 -0.09 -0.07 -0.06 0.01 -0.03125
68.0 0.01 0.0 0.0 0.03 -0.0 -0.01 -0.02 0.0 -0.01 0.0 -0.02 -0.07 -0.07 -0.0 -0.05 -0.04 -0.09 -0.06 -0.03 -0.05 -0.07 -0.06 -0.05 0.03 -0.026250000000000006
69.0 0.04 0.01 0.0 0.02 0.01 0.02 0.01 -0.0 0.01 -0.0 0.0 -0.03 -0.03 -0.02 -0.09 -0.05 -0.09 -0.06 -0.04 -0.02 -0.1 -0.12 -0.07 0.01 -0.024583333333333336
70.0 0.02 0.0 0.0 0.01 0.0 0.02 -0.01 -0.01 0.0 -0.0 0.0 -0.03 -0.02 -0.03 -0.03 -0.03 -0.07 -0.04 -0.03 -0.02 -0.04 -0.05 -0.04 0.0 -0.016666666666666666
71.0 0.02 0.03 0.0 0.07 0.04 0.0 -0.01 -0.01 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.01 0.0 0.0 0.0 0.0 -0.02 -0.0 0.0 0.03 0.005833333333333334
72.0 0.0 0.02 0.0 0.03 0.03 0.01 -0.0 -0.01 0.0 0.0 0.0 -0.01 -0.01 0.0 -0.02 -0.02 -0.02 -0.03 -0.02 -0.04 -0.03 -0.04 -0.04 0.0 -0.008333333333333333
73.0 0.0 0.0 0.0 0.05 0.04 0.03 0.0 0.01 0.0 0.0 0.0 -0.02 -0.03 -0.01 -0.03 -0.02 -0.06 -0.05 -0.02 -0.03 -0.05 -0.06 -0.02 0.02 -0.010416666666666666
74.0 0.01 0.0 0.0 0.01 0.01 0.01 0.01 -0.0 -0.0 0.0 0.0 -0.01 -0.04 -0.0 -0.02 -0.02 -0.05 -0.03 -0.02 -0.03 -0.04 -0.05 -0.02 0.02 -0.010833333333333334
75.0 0.02 0.01 0.0 0.03 0.01 0.04 -0.0 -0.01 0.02 0.0 -0.02 -0.0 -0.02 -0.0 -0.01 -0.02 -0.02 -0.01 -0.03 -0.02 -0.02 -0.02 -0.04 0.03 -0.0033333333333333335
76.0 0.02 0.01 0.0 0.01 0.01 -0.01 -0.0 -0.0 -0.01 -0.0 -0.0 -0.02 -0.01 -0.0 -0.01 -0.0 -0.03 -0.02 -0.02 -0.01 -0.02 -0.01 -0.01 0.01 -0.005
77.0 0.0 0.01 0.01 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.01 -0.01 -0.01 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.01 0.0 -0.0 0.0 -0.0008333333333333332
78.0 -0.0 0.01 -0.0 0.0 0.0 0.01 -0.01 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.03 -0.03 -0.04 -0.03 -0.0 -0.01 -0.0 0.0 -0.005416666666666667
79.0 0.0 0.01 0.0 0.05 0.02 0.06 0.01 0.01 0.04 0.0 0.0 0.01 -0.0 -0.0 -0.01 -0.0 -0.01 0.0 -0.0 0.0 -0.01 -0.0 -0.01 0.05 0.009166666666666667
80.0 0.05 0.02 0.01 -0.0 -0.01 -0.01 -0.02 -0.0 -0.01 0.0 -0.01 -0.02 -0.01 -0.04 -0.01 -0.0 -0.01 -0.01 -0.02 -0.01 -0.01 -0.0 -0.0 0.0 -0.005
81.0 0.0 0.01 0.01 0.01 0.0 0.01 0.0 0.01 0.01 0.01 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.02 0.0 -0.0 0.0 -0.0 -0.0 -0.01 0.01 0.0020833333333333333
82.0 0.0 0.01 0.0 0.01 -0.0 0.01 -0.01 0.0 -0.0 0.0 0.0 -0.01 -0.0 -0.01 0.0 0.0 -0.02 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0008333333333333334
83.0 0.0 0.01 0.0 0.01 0.0 0.01 -0.01 0.01 -0.05 -0.02 -0.07 -0.02 -0.02 -0.04 -0.03 -0.02 -0.07 -0.05 -0.08 -0.05 -0.03 -0.03 -0.02 0.01 -0.023333333333333334
84.0 0.02 0.01 0.01 0.01 0.01 -0.01 -0.01 0.0 -0.0 0.0 -0.01 -0.01 -0.01 -0.01 -0.01 -0.0 -0.03 -0.01 -0.0 -0.01 -0.0 -0.0 -0.01 0.0 -0.002916666666666667
85.0 0.0 0.01 0.0 0.01 -0.0 0.01 -0.01 0.0 0.0 0.0 -0.0 -0.01 -0.01 -0.02 -0.02 -0.01 -0.02 -0.02 -0.02 -0.02 -0.01 -0.01 -0.01 0.01 -0.006250000000000001
86.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.01 -0.01 -0.01 -0.03 -0.02 -0.02 -0.03 -0.01 -0.0 -0.01 0.0 -0.006250000000000001
87.0 0.0 0.0 0.0 0.0 -0.0 -0.01 0.0 -0.0 -0.02 -0.03 -0.0 -0.0 -0.01 -0.01 -0.01 -0.0 -0.01 -0.0 -0.01 -0.01 -0.0 -0.01 -0.0 0.0 -0.005416666666666667
88.0 0.0 0.01 0.0 0.03 0.01 -0.02 -0.03 -0.06 -0.0 0.0 0.0 0.0 -0.03 -0.03 0.0 0.0 -0.02 -0.01 -0.01 -0.02 -0.01 -0.02 -0.02 0.01 -0.009166666666666668
89.0 0.01 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.02 -0.02 -0.0 -0.02 -0.01 -0.0 -0.01 0.0 -0.002916666666666667
90.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01 0.0 -0.0 0.0 -0.01 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0008333333333333334
91.0 0.0 0.0 0.0 -0.0 -0.01 -0.01 -0.01 -0.02 -0.0 0.0 0.0 -0.03 -0.03 -0.03 -0.0 0.0 -0.05 -0.05 -0.03 -0.04 -0.0 -0.01 -0.01 -0.0 -0.01375
92.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.01 -0.0 -0.01 -0.01 0.0 -0.02 0.0 -0.02 -0.02 -0.01 -0.05 -0.02 -0.02 -0.03 -0.03 -0.02 -0.04 0.0 -0.012916666666666668
93.0 -0.01 0.0 0.0 0.0 0.0 0.01 0.0 0.0 -0.0 -0.0 0.0 -0.02 0.0 -0.01 -0.02 -0.02 -0.06 -0.04 -0.04 -0.06 -0.05 -0.03 -0.08 0.0 -0.017916666666666668
94.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.01 0.0 0.0 0.0 -0.01 0.0 0.0 -0.02 -0.01 -0.08 -0.04 -0.03 -0.06 -0.06 -0.03 -0.08 -0.01 -0.01833333333333333
95.0 -0.0 0.01 0.01 0.01 0.0 0.01 -0.0 0.0 0.0 0.0 0.0 -0.02 -0.03 0.0 -0.02 -0.0 -0.02 -0.04 -0.05 -0.05 -0.05 -0.03 -0.05 0.0 -0.013333333333333336
96.0 -0.01 0.0 0.0 0.01 0.0 0.01 0.01 0.0 -0.0 -0.01 -0.01 -0.05 -0.03 -0.03 -0.06 -0.04 -0.08 -0.09 -0.07 -0.07 -0.06 -0.04 -0.07 0.01 -0.028333333333333332
97.0 0.0 0.0 0.0 -0.0 -0.01 0.02 -0.01 -0.0 0.01 0.0 -0.01 -0.01 -0.05 0.0 -0.01 -0.01 -0.31 -0.16 -0.13 -0.24 -0.31 -0.06 -0.37 -0.01 -0.06958333333333333
98.0 -0.01 -0.0 0.0 0.0 -0.0 -0.01 -0.02 -0.02 -0.01 0.0 -0.0 -0.04 -0.05 -0.08 -0.03 -0.03 -0.14 -0.07 -0.12 -0.14 -0.05 -0.03 -0.11 -0.0 -0.04
99.0 -0.01 0.01 0.0 0.06 0.02 0.09 0.01 0.01 0.02 -0.0 0.0 0.04 -0.0 -0.02 0.01 0.01 -0.01 -0.01 -0.02 -0.02 0.0 0.0 0.0 0.02 0.008749999999999999
