# time [indices] average
# -1.0 58658.0 0.01 0.0 0.1 0.15 0.22 0.09 0.24 0.42 0.07 0.54 0.28 0.56 0.29 0.43 0.27 0.33 0.16 0.2 3087.4926315789476
25.0 0.18 0.0 0.0 0.09 0.04 0.08 0.01 0.12 0.17 0.02 0.21 0.33 0.05 0.17 0.47 0.27 0.5 0.11 0.1 0.15368421052631578
26.0 0.12 0.0 0.0 0.07 0.03 0.09 0.0 0.09 0.18 0.03 0.19 0.16 0.0 0.13 0.46 0.29 0.62 0.2 0.04 0.14210526315789473
27.0 0.05 0.0 0.0 0.07 0.06 0.06 0.0 0.04 0.23 0.05 0.2 0.2 0.03 0.11 0.34 0.14 0.44 0.14 0.03 0.11526315789473685
28.0 0.02 0.01 0.0 0.08 0.08 0.14 0.03 0.08 0.44 0.04 0.61 0.46 0.32 0.33 0.46 0.28 0.37 0.19 0.11 0.2131578947368421
29.0 0.08 0.02 0.0 0.04 0.03 0.02 0.0 0.03 0.13 0.03 0.3 0.17 0.51 0.1 0.28 0.11 0.4 0.13 0.02 0.12631578947368421
30.0 0.01 0.01 0.0 0.05 0.04 0.06 0.01 0.03 0.35 0.05 0.31 0.03 0.18 0.17 0.45 0.18 0.27 0.21 0.05 0.12947368421052632
31.0 0.03 0.01 0.0 0.13 0.06 0.22 0.12 0.13 0.39 0.03 0.51 0.43 0.29 0.24 0.51 0.34 0.18 0.27 0.15 0.21263157894736848
32.0 0.14 0.01 0.0 0.03 0.05 0.02 0.0 0.03 0.31 0.14 0.76 0.2 0.21 0.38 0.35 0.12 0.1 0.22 0.01 0.16210526315789475
33.0 0.01 0.01 0.0 0.07 0.05 0.16 0.03 0.22 0.27 0.02 0.31 0.19 0.07 0.42 0.32 0.23 0.4 0.13 0.1 0.15842105263157893
34.0 0.09 0.03 0.0 0.08 0.06 0.08 0.06 0.0 0.13 0.01 0.31 0.12 0.19 0.12 0.17 0.21 0.03 0.1 0.03 0.09578947368421054
35.0 0.04 0.01 0.0 0.09 0.04 0.15 0.0 0.12 0.22 0.01 0.51 0.1 0.34 0.27 0.59 0.29 0.15 0.09 0.02 0.16
36.0 0.02 0.07 0.01 0.14 0.09 0.16 0.11 0.05 0.36 0.07 0.41 0.34 0.26 0.31 0.47 0.29 0.37 0.25 0.04 0.20105263157894737
37.0 0.04 0.01 0.01 0.17 0.07 0.26 0.11 0.2 0.32 0.05 0.73 0.37 0.4 0.38 0.63 0.32 0.51 0.14 0.1 0.25368421052631573
38.0 0.11 0.01 0.0 0.11 0.15 0.11 0.0 0.16 0.19 0.03 0.37 0.16 0.27 0.2 0.36 0.21 0.31 0.32 0.1 0.1668421052631579
39.0 0.15 0.01 0.01 0.07 0.02 0.13 0.03 0.1 0.29 0.03 0.51 0.28 0.2 0.31 0.59 0.32 0.25 0.23 0.09 0.19052631578947368
40.0 -0.05 0.02 0.0 0.08 0.03 0.21 0.03 0.14 0.31 0.06 0.47 0.18 0.28 0.22 0.54 0.19 0.22 0.27 0.05 0.17105263157894737
41.0 0.03 0.01 0.0 0.11 0.03 0.18 0.06 0.1 0.17 0.01 0.2 0.31 0.11 0.11 0.26 0.17 0.11 0.13 0.11 0.1163157894736842
42.0 0.11 -0.01 0.0 0.07 0.05 0.15 0.05 0.01 0.45 0.25 0.44 0.45 0.17 0.17 0.57 0.17 0.24 0.48 0.05 0.20368421052631577
43.0 0.06 0.02 0.01 0.07 0.05 0.1 0.04 0.0 0.41 0.11 0.94 0.4 0.54 0.4 0.48 0.23 0.16 0.29 0.07 0.23052631578947372
44.0 0.11 0.0 0.0 0.09 0.01 0.18 0.08 0.12 0.33 0.11 0.41 0.31 0.2 0.6 0.56 0.18 0.15 0.3 0.07 0.20052631578947366
45.0 0.14 0.01 0.0 0.12 0.07 0.16 0.06 0.19 0.28 0.03 0.35 0.31 0.2 0.12 0.5 0.28 0.38 0.18 0.13 0.18473684210526317
46.0 0.13 0.0 0.0 0.1 0.08 0.24 0.06 0.13 0.3 0.0 0.3 0.23 0.2 0.15 0.43 0.22 0.26 0.28 0.11 0.16947368421052633
47.0 0.2 0.04 0.03 0.09 0.07 0.07 0.06 0.0 0.21 0.01 0.34 0.18 0.13 0.12 0.27 0.16 0.08 0.12 0.08 0.11894736842105265
48.0 0.08 0.01 0.0 0.13 0.1 0.13 0.02 0.07 0.29 0.04 0.34 0.18 0.13 0.17 0.38 0.24 0.33 0.18 0.07 0.15210526315789474
49.0 0.15 0.06 0.02 0.12 0.07 0.15 0.07 0.01 0.61 0.13 0.69 0.25 0.28 0.35 0.55 0.12 0.32 0.33 0.14 0.2326315789473684
50.0 0.13 0.02 0.0 0.13 0.05 0.25 0.07 0.19 0.38 0.05 0.43 0.24 0.24 0.14 0.74 0.38 0.52 0.41 0.11 0.23578947368421055
51.0 0.21 0.03 0.02 0.06 0.03 0.18 0.18 0.04 0.35 0.17 1.25 0.43 0.32 0.61 0.99 0.48 0.41 0.12 0.04 0.31157894736842107
52.0 -0.02 0.01 0.0 0.09 0.06 0.2 0.05 0.1 0.21 0.0 0.27 0.36 0.17 0.1 0.3 0.19 0.07 0.14 0.13 0.12789473684210526
53.0 0.15 0.02 0.0 0.13 0.06 0.17 0.06 0.11 0.31 0.06 0.43 0.1 0.37 0.27 0.54 0.21 0.61 0.45 0.17 0.22210526315789472
54.0 0.15 0.03 0.0 0.11 0.03 0.34 0.09 0.18 0.52 0.06 0.59 0.24 0.2 0.36 0.66 0.25 0.31 0.32 0.05 0.23631578947368417
55.0 0.03 0.02 0.0 0.04 0.05 0.03 0.0 0.02 0.21 0.02 0.24 0.13 0.15 0.07 0.83 0.4 0.38 0.16 0.03 0.14789473684210527
56.0 0.03 0.02 0.0 0.15 0.08 0.21 0.07 0.13 0.37 0.01 0.43 0.19 0.26 0.27 0.43 0.48 0.08 0.47 0.21 0.20473684210526313
57.0 0.21 0.02 0.0 0.12 0.05 0.16 0.02 0.16 0.23 0.02 0.36 0.18 0.31 0.3 0.23 0.11 0.13 0.05 0.09 0.1447368421052631
58.0 0.08 0.01 0.0 0.14 0.07 0.24 0.08 0.14 0.24 0.01 0.4 0.16 0.25 0.23 0.2 0.06 0.1 0.31 0.15 0.15105263157894738
59.0 0.15 -0.0 0.0 0.13 0.06 0.21 0.06 0.13 0.26 0.05 0.33 0.2 0.13 0.36 0.59 0.21 0.36 0.3 0.15 0.19368421052631576
60.0 0.17 0.03 0.0 0.16 0.07 0.19 0.06 0.12 0.34 0.06 0.56 0.36 0.32 0.14 0.73 0.36 0.26 0.37 0.17 0.23526315789473684
61.0 0.13 0.05 0.03 0.11 0.08 0.09 0.07 0.01 0.56 0.09 0.73 0.31 0.33 0.36 0.38 0.11 0.19 0.16 0.09 0.20421052631578948
62.0 0.15 0.03 0.0 0.13 0.07 0.12 0.0 0.1 0.23 0.03 0.25 0.2 0.24 0.08 0.33 0.36 0.25 0.14 0.09 0.1473684210526316
63.0 0.07 0.01 0.0 0.16 0.09 0.21 0.08 0.13 0.32 0.02 0.35 0.14 0.47 0.2 0.42 0.14 0.21 0.22 0.16 0.17894736842105266
64.0 0.12 0.01 0.0 0.15 0.08 0.24 0.03 0.12 0.33 0.04 0.41 0.23 0.09 0.41 0.39 0.13 0.2 0.25 0.11 0.17578947368421052
65.0 0.15 0.02 0.04 0.12 0.1 0.16 0.11 0.01 0.26 0.04 1.49 0.26 0.38 0.73 0.51 0.14 0.24 0.44 0.16 0.2821052631578948
66.0 0.16 0.0 0.0 0.1 0.03 0.18 0.05 0.2 0.27 0.04 0.91 0.22 0.47 0.3 0.56 0.29 0.26 0.2 0.11 0.22894736842105265
67.0 0.12 0.02 0.0 0.17 0.07 0.35 0.08 0.17 0.41 0.07 0.45 0.26 0.28 0.19 0.59 0.23 0.26 0.18 0.18 0.21473684210526317
68.0 0.17 0.05 0.04 0.09 0.05 0.15 0.09 0.03 0.31 0.08 0.99 0.45 0.75 0.15 1.11 0.55 0.45 0.48 0.08 0.31947368421052635
69.0 0.13 0.01 0.0 0.13 0.05 0.24 0.02 0.16 0.39 0.06 0.58 0.23 0.33 0.3 0.53 0.26 0.11 0.28 0.11 0.20631578947368417
70.0 0.09 0.04 0.01 0.08 0.17 0.18 0.18 0.0 0.37 0.21 0.77 0.3 0.41 0.37 0.29 0.11 0.32 0.09 0.1 0.21526315789473682
71.0 0.22 0.08 0.04 0.13 0.1 0.19 0.08 0.01 0.55 0.14 0.63 0.3 0.29 0.3 0.56 0.23 0.33 0.28 0.13 0.24157894736842103
72.0 0.26 0.0 0.0 0.13 0.07 0.19 0.04 0.09 0.32 0.02 0.58 0.34 0.28 0.11 0.61 0.28 0.11 0.3 0.09 0.20105263157894737
73.0 0.07 0.01 0.0 0.14 0.06 0.2 0.05 0.24 0.28 0.02 0.53 0.33 0.29 0.22 0.35 0.53 0.33 0.12 0.16 0.2068421052631579
74.0 0.15 0.07 0.05 0.14 0.08 0.16 0.08 0.06 0.69 0.19 0.75 0.37 0.29 0.71 0.78 0.36 0.29 0.41 0.16 0.30473684210526314
75.0 0.15 0.01 0.0 0.12 0.09 0.15 0.03 0.09 0.36 0.07 0.48 0.63 0.65 0.23 0.43 0.25 0.72 0.22 0.12 0.25263157894736843
76.0 0.15 0.0 0.0 0.13 0.05 0.21 0.03 0.12 0.29 0.05 0.41 0.21 0.17 0.47 0.38 0.16 0.18 0.12 0.09 0.16947368421052633
77.0 0.09 0.01 0.0 0.07 0.09 0.1 0.02 0.04 0.37 0.05 0.47 0.26 0.31 0.09 0.56 0.27 0.2 0.29 0.08 0.17736842105263162
78.0 -0.02 0.06 0.04 0.14 0.1 0.29 0.12 0.01 0.93 0.11 1.04 0.25 0.5 0.18 1.11 0.59 0.41 0.17 0.1 0.32263157894736844
79.0 0.2 0.02 0.0 0.14 0.09 0.24 0.07 0.16 0.33 0.07 0.5 0.2 0.29 0.24 0.38 0.36 0.2 0.16 0.15 0.2
80.0 0.27 0.08 0.04 0.23 0.12 0.25 0.15 0.06 0.54 0.15 0.67 0.3 0.87 0.23 0.59 0.28 0.32 0.87 0.07 0.3205263157894737
81.0 0.21 0.03 0.02 0.11 0.07 0.07 0.05 0.01 0.53 0.06 0.59 0.27 0.27 0.29 0.58 0.1 0.64 0.25 0.12 0.22473684210526318
82.0 0.14 0.04 0.0 0.16 0.09 0.26 0.02 0.12 0.6 0.2 0.27 0.26 0.13 0.11 0.64 0.28 0.35 0.24 0.1 0.21105263157894735
83.0 0.06 0.01 0.0 0.14 0.07 0.19 0.06 0.19 0.25 0.01 0.35 0.14 0.35 0.16 0.58 0.33 0.3 0.09 0.15 0.18052631578947365
84.0 0.24 0.04 0.0 0.13 0.07 0.28 0.11 0.18 0.3 0.05 0.56 0.34 0.28 0.28 0.72 0.27 0.42 0.47 0.23 0.2615789473684211
85.0 0.23 0.0 0.0 0.09 0.01 0.13 0.08 0.09 0.22 0.01 0.34 0.29 0.24 0.16 0.15 0.03 0.09 0.16 0.09 0.12684210526315787
86.0 0.08 0.01 0.0 0.09 0.02 0.16 0.05 0.25 0.26 0.04 0.76 0.42 0.23 0.39 0.39 0.09 0.17 0.56 0.11 0.21473684210526317
87.0 0.11 0.01 0.0 0.11 0.04 0.2 0.05 0.25 0.24 0.03 0.35 0.18 0.15 0.34 0.35 0.19 0.2 0.11 0.11 0.15894736842105261
88.0 0.26 0.03 0.01 0.13 0.06 0.13 0.03 0.13 0.37 0.08 0.44 0.25 0.2 0.26 0.7 0.33 0.23 0.33 0.1 0.2142105263157895
89.0 0.09 0.04 0.02 0.1 0.1 0.12 0.07 0.0 0.43 0.15 0.59 0.22 0.21 0.35 0.44 0.23 0.19 0.37 0.13 0.2026315789473684
90.0 0.15 0.03 0.0 0.12 0.13 0.21 0.09 0.14 0.43 0.06 0.41 0.24 0.3 0.17 0.75 0.29 0.75 0.24 0.19 0.2473684210526316
91.0 0.17 0.04 0.02 0.12 0.08 0.12 0.07 0.0 0.4 0.18 0.45 0.17 0.2 0.36 0.66 0.39 0.42 0.38 0.09 0.22736842105263158
92.0 0.13 0.03 0.01 0.08 0.06 0.1 0.06 0.01 0.32 0.08 0.38 0.21 0.14 0.17 0.32 0.11 0.37 0.17 0.07 0.14842105263157893
93.0 0.11 0.02 0.01 0.18 0.08 0.23 0.07 0.14 0.29 0.02 0.39 0.19 0.27 0.23 0.57 0.35 0.23 0.32 0.17 0.20368421052631577
94.0 0.11 0.02 0.0 0.13 0.07 0.15 0.04 0.08 0.45 0.25 0.25 0.04 0.17 0.06 0.52 0.29 0.2 0.28 0.1 0.16894736842105265
95.0 0.08 -0.02 -0.02 0.03 0.02 0.04 -0.02 -0.03 0.39 0.06 0.44 0.15 0.16 0.21 0.25 -0.02 0.05 0.08 0.05 0.09999999999999999
96.0 0.1 0.0 -0.01 0.05 0.03 0.03 0.0 -0.01 0.28 0.1 0.28 0.1 0.08 0.58 0.32 0.19 0.1 0.12 0.13 0.13
97.0 0.15 0.0 0.0 0.03 0.04 0.08 0.01 0.01 0.42 0.15 0.34 0.1 0.3 0.14 0.47 0.11 0.24 0.23 0.1 0.15368421052631578
98.0 0.12 0.04 0.02 0.1 0.06 0.25 0.13 0.04 0.52 0.12 1.12 0.17 0.61 0.32 0.55 0.31 0.22 0.19 0.1 0.26263157894736844
99.0 0.12 0.08 0.08 0.17 0.1 0.46 0.2 0.01 0.79 0.17 0.81 0.32 0.33 0.37 0.38 0.14 0.7 0.12 0.12 0.2878947368421053
